OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน
519,ชุมชนแผ่นดินทองคอยรุตตั๊กวา,1003,100305,2,13.83324125,100.8297985,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
520,ชุมชนแผ่นดินทองคอยรุดดีน,1003,100305,2,13.82702927,100.8494594,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
1120,ชุมชนเอื้ออารีย์,1034,103401,5,13.71158277,100.6414962,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1121,ชุมชนหัวหมากเกาะกลาง,1034,103401,5,13.7378489,100.6443418,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
546,ชุมชนแผ่นดินทองนูรุ้ลเอี๊ยะซาน,1003,100305,2,13.83929716,100.8321582,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
547,ชุมชนแผ่นดินทองซอลีฮุ้ลมุสลีมีน,1003,100305,2,13.81888291,100.848683,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
653,ชุมชนบางกระดี่ หมู่ 9,1021,102107,5,13.59360268,100.4007995,เขตบางขุนเทียน,แขวงแสมดำ,ชุมชนเมือง
560,ชุมชนหมู่บ้านอยู่สบาย,1006,100608,5,13.74332995,100.6519344,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนเมือง
555,ชุมชนประชาสำราญ,1003,100304,5,13.92219566,100.867581,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนเมือง
558,ชุมชนร่วมพัฒนาสินอนันต์,1003,100305,5,13.85244112,100.8221047,เขตหนองจอก,แขวงโคกแฝด,ชุมชนเมือง
559,ชุมชนมหาดไทย 2,1006,100601,5,13.76673155,100.6329472,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง
562,ชุมชนหมู่บ้านบัวขาว,1010,101001,5,13.80092153,100.7196593,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนเมือง
566,ชุมชนเทอดศาสนา,1011,101101,5,13.72049924,100.7360831,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
575,ชุมชนหมู่บ้าน 2521,1019,101903,5,13.79276463,100.4218097,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนเมือง
577,ชุมชนหมู่บ้านตวงทอง,1022,102201,5,13.69387083,100.4358117,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง
578,ชุมชนหมู่บ้านอินทราวิลล่า,1022,102201,5,13.69843889,100.4337314,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง
1123,ชุมชนประสาทศีล,1034,103401,5,13.73033198,100.6067597,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1124,ชุมชนภูมิสุข,1034,103401,5,13.71071639,100.6221214,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1125,ชุมชนธรรมานุรักษ์,1034,103401,5,13.71611466,100.6368957,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1126,ชุมชนนาคภาษิต,1034,103401,5,13.74287958,100.6340578,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1127,ชุมชนหลังสถานีรถไฟหัวหมาก,1034,103401,5,13.73824357,100.6366424,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1128,ชุมชนหมู่บ้านเกษมสันต์ 2,1034,103401,5,13.72622208,100.6187792,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1129,ชุมชนเจริญพัฒนา,1034,103401,5,13.73699823,100.626768,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1130,ชุมชนคลองสะแก,1034,103401,5,13.73608934,100.6096098,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1131,ชุมชนมุสลิมพัฒนาบ้านป่า,1034,103401,5,13.73075072,100.6090834,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
274,ชุมชนวัดมะกอก,1019,101905,1,13.77574786,100.4287634,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนแออัด
241,ชุมชนตรอกวังหลัง,1020,102004,1,13.75525796,100.4848371,เขตบางกอกน้อย,แขวงศิริราช,ชุมชนแออัด
548,ชุมชนแผ่นดินทองนูรุ้ลลอฮ์,1003,100308,2,13.81559054,100.8704924,เขตหนองจอก,แขวงลำต้อยติ่ง,ชุมชนชานเมือง
549,ชุมชนแผ่นดินทองดารุ้ลคอยรอต,1003,100305,2,13.85491217,100.8361286,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
550,ชุมชนแผ่นดินทองอัลยามีอะห์,1003,100307,2,13.817239,100.8377198,เขตหนองจอก,แขวงลำผักชี,ชุมชนชานเมือง
551,ชุมชนหมู่บ้านเลียบวารี,1003,100305,2,13.85647147,100.8439109,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
602,ชุมชนหมู่บ้านพัฒนา หมู่ 7 บางหว้า,1022,102201,2,13.70962453,100.4486298,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนชานเมือง
615,ชุมชนซอยนาคสถาพร 2,1023,102302,2,13.70223005,100.3741838,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง
582,ชุมชนหลังวัดคูหาสวรรค์,1022,102207,5,13.73344788,100.4617585,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง
586,ชุมชนริมคลองราชมนตรี หมู่ 10,1022,102202,5,13.71961211,100.4270915,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง
589,ชุมชนริมคลองราชมนตรี หมู่ 11,1022,102201,5,13.71276796,100.4272813,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง
590,ชุมชนคลองตาแป้น,1022,102201,5,13.70885982,100.4371601,เขตภาษีเจริญ,แขวงบางหว้า,ชุมชนเมือง
592,ชุมชนวัดจันทร์ประดิษฐาราม เขต 1 หมู่ 1,1022,102202,5,13.71838444,100.4392615,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง
593,ชุมชนวัดจันทร์ประดิษฐาราม เขต 1 หมู่ 7,1022,102202,5,13.7203421,100.4383858,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง
268,ชุมชนซอยพฤกษอุดม - วัดน้อยใน,1019,101902,5,13.79135066,100.4655588,เขตตลิ่งชัน,แขวงตลิ่งชัน,ชุมชนเมือง
579,ชุมชนหลังวัดปากน้ำฝั่งใต้,1022,102207,5,13.74322255,100.4582127,เขตภาษีเจริญ,แขวงบางแวก,ชุมชนเมือง
596,ชุมชนเทพประทาน,1022,102202,5,13.72770755,100.4293689,เขตภาษีเจริญ,แขวงบางด้วน,ชุมชนเมือง
